,PSA-HM1-BAYTB-hist.txt,PSA-HM1-BAYTC-hist.txt,PSA-HM1-BAYTG-hist.txt,PSA-HM1-BAYTH-hist.txt,PSA-HP1-BAYTB-hist.txt,PSA-HP1-BAYTC-hist.txt,PSA-HP1-BAYTG-hist.txt,PSA-HP1-BAYTH-hist.txt,PSA-HS2-BAYTB-hist.txt,PSA-HS2-BAYTC-hist.txt,PSA-HS2-BAYTG-hist.txt,PSA-HS2-BAYTH-hist.txt,alpha3-BAYTB-hist.txt,alpha3-BAYTC-hist.txt,alpha3-BAYTG-hist.txt,alpha3-BAYTH-hist.txt,phix-BAYTB-hist.txt,phix-BAYTC-hist.txt,phix-BAYTG-hist.txt,phix-BAYTH-hist.txt
1215,1.0,5.0,1.0,2.0,,1.0,,,,2.0,,,,,,,,,,
1216,,2.0,1.0,2.0,,,,,,1.0,,2.0,,,,,,,,
1217,2.0,5.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
1218,1.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
1219,1.0,3.0,,1.0,,,,,,1.0,,3.0,,,,,,,,
1220,,4.0,1.0,1.0,,,,,,3.0,,,,,,,,,,
1221,,2.0,,3.0,,1.0,,,,,,,,,,,,,,
1222,,3.0,1.0,4.0,,1.0,1.0,,1.0,,,,,,,,,,,
1223,2.0,8.0,,2.0,,,,,,2.0,,1.0,,,,,,,,
1224,1.0,6.0,2.0,1.0,,,,,,1.0,,,,,,,,,,
1225,,6.0,1.0,1.0,,,,,,,,,,,,,,,,
1226,,4.0,,2.0,,,,,,1.0,,,,,,,,,,
1227,,,,2.0,,,,,,2.0,,,,,,,,,,
1228,,2.0,,3.0,,,,,1.0,1.0,,1.0,,,,,,,,
1229,,6.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
1230,1.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,
1231,,5.0,,1.0,,,,,,,,,,,,,,,1.0,
1232,,7.0,1.0,,,1.0,,,,3.0,,,,,,,,,,
1233,,1.0,,3.0,,,,,,2.0,,,,,,,,,,
1234,,3.0,1.0,1.0,,,,,,2.0,,,,,,,,,,
1235,1.0,4.0,,3.0,,,,,,,,,,,,,,,,
1236,1.0,5.0,,,,,,,,,,1.0,,,,,,,,1.0
1237,,1.0,,2.0,,,,,,,,1.0,,,,,,,,
1238,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
1239,,2.0,,,,1.0,,,,3.0,,,,,,,,,,
1240,,1.0,,3.0,,,,,,1.0,,,,,,,,,,
1241,,2.0,,1.0,,1.0,,,,,,,,,,,,,,
1242,,6.0,,2.0,,,,,,,,1.0,,,,,,,,
1243,,,1.0,4.0,,,,,,,,,,,,,,,,
1244,1.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,,,,
1245,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,
1246,1.0,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,
1247,,3.0,,1.0,,,,,,,,1.0,,,,,,,,
1248,,3.0,1.0,,,,,,,,,,,,,,,,,
1249,,1.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,
1250,,,,,,,,,,1.0,,1.0,,,,,,,,
1251,,4.0,,1.0,,,,,,1.0,,,,,,,,,,
1252,,1.0,,,,,,,,,,,,,,,,,,
1253,1.0,1.0,,,,,,,,,,,,,,,,,,
1254,,2.0,,1.0,,1.0,,,,,,,,,,,,,,
1255,,,,3.0,,,,,,,,,,,,,,,,
1256,,1.0,,2.0,,,,,,,,,,,,,,,,
1257,1.0,,,1.0,,,,,,,,,,,,,,,,
1258,,,,,,,,,,1.0,,,,,,,,,,
1259,,,,1.0,,,,,,1.0,,,,,,,,,,
1260,1.0,1.0,,,,,,,,,,,,,,,,,,
1261,1.0,2.0,,,,,,,,1.0,,,,,,,,,,
1262,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
1263,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
1264,,1.0,,1.0,,,,,,,,1.0,,,,,,,,
1265,,,,1.0,,,,,,,,,,,,,,,,
1266,,2.0,,1.0,,,,,,,,,,,,,,,,
1267,,2.0,,1.0,,,,,,1.0,,,,,,,,,,
1268,,2.0,,1.0,,,,,,,,,,,,,,,,
1269,,4.0,,1.0,,,,,,1.0,,,,,,,,,,
1270,,2.0,,,,,,,,,,,,,,,,,,
1271,,,,1.0,,,,,,,,1.0,,,,,,,,
1273,,1.0,1.0,3.0,,,,,,,,,,,,,,,,
1275,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
1277,,1.0,,1.0,,,,,,,,,,,,,,,,
1278,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
1279,,3.0,,,,,,,,,,,,,,,,,,
1280,,2.0,,,,,,,,1.0,,,,,,,,,,
1282,,,1.0,,,,,,,1.0,,,,,,,,,,
1283,,1.0,,,,,,,,,,,,,,,,,,
1284,,2.0,,,,1.0,,,,,,,,,,,,,,
1285,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
1286,,1.0,1.0,,,,,,,,,,,,,,,,,
1287,,,,1.0,,1.0,,,,,,1.0,,,,,,,,
1289,,1.0,,,,,,,,,,,,,,,,,,
1290,,,1.0,,,,,,,,,,,,,,,,,
1292,1.0,3.0,,,,,,,,,,,,,,,,,,
1293,,1.0,,,,,,,,1.0,,,,,,,,,,
1294,,1.0,,1.0,,,,,,,,,,,,,,,,
1295,,1.0,,1.0,,,,,,,,,,,,,,,,
1296,,1.0,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,1.0,,1.0,,,,,,,,
1299,,2.0,,,,,,1.0,,,,,,,,,,,,
1301,,1.0,,,,,,,,,,,,,,,,,,
1302,,,1.0,,,,,,,,,,,,,,,,,
1303,,,,,,,,,,,,1.0,,,,,,,,
1304,,,,1.0,,,,,,,,,,,,,,,,
1305,,1.0,,,,,,,,,,,,,,,,,,
1306,,2.0,,,,,,,,,,,,,,,,,,
1308,,,,1.0,,,,,,,,,,,,,,,,
1309,,,,1.0,,,,,,,,,,,,,,,,
1310,,1.0,,,,,,,,,,,,,,,,,,
1311,,1.0,,,,,,,,,,,,,,,,,,
1312,,1.0,,1.0,,,,,,,,,,,,,,,,
1313,,,,,,,,,,1.0,,,,,,,,,,
1316,,2.0,,2.0,,,,,,,,,,,,,,,,
1320,,,,1.0,,,,,,1.0,,,,,,,,,,
1321,,,,,,,,,,1.0,,,,,,,,,,
1327,,,,,,,,,,1.0,,,,,,,,,,
1328,,1.0,,,,,,,,1.0,,,,,,,,,,
1331,,1.0,,,,,,,,,,,,,,,,,,
1332,,1.0,,,,,,,,,,,,,,,,,,
1333,,1.0,1.0,,,,,,,,,,,,,,,,,
1335,1.0,,,,,,,,,,,,,,,,,,,
1338,1.0,,,,,,,,,,,,,,,,,,,
1343,,,1.0,,,,,,,,,,,,,,,,,
1346,,,,1.0,,,,,,,,,,,,,,,,
1348,,,1.0,,,1.0,,,,,,,,,,,,,,
1350,,1.0,,,,,,,,,,,,,,,,,,
1351,,,,1.0,,,,,,,,,,,,,,,,
1363,,,,,,,,,,1.0,,,,,,,,,,
1369,,1.0,,,,,,,,,,,,,,,,,,
1372,,,,1.0,,,,,,,,,,,,,,,,
1373,,1.0,,,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,1.0,,,
1384,,,,,,,,,,1.0,,,,,,,,,,
1398,,1.0,,,,,,,,,,,,,,,,,,
1414,,,,1.0,,,,,,,,,,,,,,,,
1436,,,,1.0,,,,,,,,,,,,,,,,
1562,,,,,,,,,,,,,,,,,,,,1.0
1602,,,,,,,,,,,,,,,,,,,1.0,
1638,,,,,,,,,,,,,,,,,1.0,,,
1919,,,,,,,,,,1.0,,,,,,,,,,
2272,1.0,,,,,,,,,,,,,,,,,,,
2537,,,1.0,,,,,,,,,,,,,,,,,
2730,,,,,,,,,,,,,,,,,,,1.0,
2764,,,,,,,,,,1.0,,,,,,,,,,
2858,,,,,,,,,,,,,,,,,,,1.0,
2956,,,,1.0,,,,,,,,,,,,,,,,
2972,,,1.0,,,,,,,,,,,,,,,,,
2978,,,,,,,,,,,,,,,,,,,1.0,
2987,,,,,,,,,,,,,,,,,,,,1.0
3078,,1.0,,,,,,,,,,,,,,,,,,
3742,,,,,,,,,,,,,,,,,,1.0,,
3747,,,,,,,,,,1.0,,,,,,,,,,
3790,,1.0,,,,,,,,,,,,,,,,,,
4384,,,,,,,,,,,,,,,,,,,1.0,
4402,,,1.0,,,,,,,,,,,,,,,,,
4678,,,,1.0,,,,,,,,,,,,,,,,
4684,,,,,,,,,,,1.0,,,,,,,,,
4920,,,,1.0,,,,,,,,,,,,,,,,
5107,,,,,,,,,,,,,,,,,,,,1.0
5115,1.0,,,,,,,,,,,,,,,,,,,
6080,,,,1.0,,,,,,,,,,,,,,,,
7690,,,1.0,,,,,,,,,,,,,,,,,
7960,,,,1.0,,,,,,,,,,,,,,,,
8186,1.0,,,,,,,,,,,,,,,,,,,
8569,,,,1.0,,,,,,,,,,,,,,,,
9037,,,,1.0,,,,,,,,,,,,,,,,
9100,,,,1.0,,,,,,,,,,,,,,,,
10017,,1.0,,,,,,,,,,,,,,,,,,
10363,,,,1.0,,,,,,,,,,,,,,,,
10717,,,1.0,,,,,,,,,,,,,,,,,
11305,1.0,,,,,,,,,,,,,,,,,,,
11424,,,,,,,,,,,,1.0,,,,,,,,
11982,,,1.0,,,,,,,,,,,,,,,,,
13242,,,,1.0,,,,,,,,,,,,,,,,
14052,,,,,,,,,,1.0,,,,,,,,,,
14444,1.0,,,,,,,,,,,,,,,,,,,
14540,1.0,,,,,,,,,,,,,,,,,,,
14726,,,,1.0,,,,,,,,,,,,,,,,
15174,,1.0,,,,,,,,,,,,,,,,,,
15936,1.0,,,,,,,,,,,,,,,,,,,
16322,,1.0,,,,,,,,,,,,,,,,,,
16798,,,,1.0,,,,,,,,,,,,,,,,
17791,,,,1.0,,,,,,,,,,,,,,,,
19535,1.0,,,,,,,,,,,,,,,,,,,
20046,,1.0,,,,,,,,,,,,,,,,,,
21458,1.0,,,,,,,,,,,,,,,,,,,
21483,,,1.0,,,,,,,,,,,,,,,,,
21689,,,,1.0,,,,,,,,,,,,,,,,
22555,,,1.0,,,,,,,,,,,,,,,,,
23794,,,,,,1.0,,,,,,,,,,,,,,
24011,,,,1.0,,,,,,,,,,,,,,,,
24437,,1.0,,,,,,,,,,,,,,,,,,
24486,1.0,,,,,,,,,,,,,,,,,,,
24819,,1.0,,,,,,,,,,,,,,,,,,
25407,,1.0,,,,,,,,,,,,,,,,,,
27449,,1.0,,,,,,,,,,,,,,,,,,
28432,,,,1.0,,,,,,,,,,,,,,,,
29692,,,,1.0,,,,,,,,,,,,,,,,
30602,,,1.0,,,,,,,,,,,,,,,,,
30872,,,1.0,,,,,,,,,,,,,,,,,
